join,codice,st,t_ele,f_elet,dt_ele,l_terr,area,cod_com,desc_com,cod_prov,desc_prov,ele_m,ele_f,ele_t,vot_m,vot_f,vot_t,perc_vot,sz_perv,sz_tot,fine_rip,sk_bianche,sk_nulle,sk_contestate,tot_vot_lis,non_valid,dt_agg,data_prec_elez,circ_sto,reg_sto,prov_sto,comu_sto,tipo_tras,NR.,DESCRIZIONE COMUNE,SIGLA,CODICE ELETTORALE,CODICE ISTAT,CODICE BELFIORE,pref_silvia,pref_marcello,dati_presenti
610300,2080610300,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,300,OTTONE,61,PIACENZA,352,291,643,173,113,286,"44,48",1,1,N,20,7,0,259,,20240610003647.0,20190526000000.0,2.0,8.0,61.0,300.0,SZ,4758,OTTONE,PC,1080610300,33030,G195,0,0,1
850670,2060850670,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,670,OVARO,85,UDINE,865,856,1721,320,283,603,"35,04",3,3,N,6,27,0,570,,20240610101112.0,20190526000000.0,2.0,6.0,85.0,670.0,SZ,4761,OVARO,UD,1060850670,30067,G198,0,0,1
130460,2080130460,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,460,OZZANO DELL'EMILIA,13,BOLOGNA,5511,5799,11310,3652,3884,7536,"66,63",11,11,N,117,192,0,7227,,20240610023600.0,20190526000000.0,2.0,8.0,13.0,460.0,CO,4768,OZZANO DELL'EMILIA,BO,1080130460,37046,G205,24,10,1
540600,2050540600,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,600,PADOVA,54,PADOVA,75749,84819,160568,42445,46973,89418,"55,69",206,206,N,436,1586,20,87376,,20240610051320.0,20190526000000.0,2.0,5.0,54.0,600.0,SZ,4783,PADOVA,PD,1050540600,28060,G224,548,294,1
840540,2050840540,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,540,PAESE,84,TREVISO,9275,9604,18879,5529,5763,11292,"59,81",18,18,N,195,375,0,10722,,20240610053129.0,20190526000000.0,2.0,5.0,84.0,540.0,SZ,4789,PAESE,TV,1050840540,26055,G229,17,3,1
850680,2060850680,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,680,PAGNACCO,85,UDINE,2188,2298,4486,1120,1188,2308,"51,45",4,4,N,8,50,0,2250,,20240610014809.0,20190526000000.0,2.0,6.0,85.0,680.0,SZ,4795,PAGNACCO,UD,1060850680,30068,G238,6,4,1
500281,2080500281,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,281,PALAGANO,50,MODENA,862,887,1749,497,484,981,"56,09",5,5,N,6,19,0,956,,20240610012921.0,20190526000000.0,2.0,8.0,50.0,281.0,SZ,4803,PALAGANO,MO,1080500281,36029,G250,2,1,1
560260,2080560260,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,260,PALANZANO,56,PARMA,450,402,852,263,209,472,"55,40",2,2,N,3,7,0,462,,20240610002345.0,20190526000000.0,2.0,8.0,56.0,260.0,SZ,4808,PALANZANO,PR,1080560260,34026,G255,0,0,1
850690,2060850690,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,690,PALAZZOLO DELLO STELLA,85,UDINE,1234,1272,2506,496,491,987,"39,39",4,4,N,9,29,0,949,,20240610015116.0,20190526000000.0,2.0,6.0,85.0,690.0,SZ,4817,PALAZZOLO DELLO STELLA,UD,1060850690,30069,G268,0,0,1
850700,2060850700,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,700,PALMANOVA,85,UDINE,2289,2471,4760,976,1029,2005,"42,12",6,6,N,7,58,0,1940,,20240610020514.0,20190526000000.0,2.0,6.0,85.0,700.0,SZ,4833,PALMANOVA,UD,1060850700,30070,G284,3,3,1
890551,2050890551,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,551,PALU',89,VERONA,474,456,930,216,208,424,"45,59",1,1,N,11,13,0,400,,20240610021047.0,20190526000000.0,2.0,5.0,89.0,551.0,CO,4844,PALU',VR,1050890551,23056,G297,1,0,1
831230,2040831230,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1230,PALU' DEL FERSINA,83,TRENTO,102,89,191,48,39,87,"45,55",1,1,N,0,3,0,84,,20240610002856.0,20190526000000.0,2.0,4.0,83.0,1230.0,SZ,4845,PALU' DEL FERSINA,TN,1040831230,22133,G296,0,0,1
850710,2060850710,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,710,PALUZZA,85,UDINE,1061,1073,2134,601,612,1213,"56,84",5,5,N,66,57,0,1090,,20240610023653.0,20190526000000.0,2.0,6.0,85.0,710.0,SZ,4847,PALUZZA,UD,1060850710,30071,G300,0,0,1
831240,2040831240,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1240,PANCHIA',83,TRENTO,357,358,715,118,116,234,"32,73",1,1,N,5,5,0,224,,20240609235547.0,20190526000000.0,2.0,4.0,83.0,1240.0,SZ,4851,PANCHIA',TN,1040831240,22134,G305,1,0,1
710340,2050710340,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,340,PAPOZZE,71,ROVIGO,698,701,1399,386,366,752,"53,75",3,3,N,29,39,0,684,,20240610023908.0,20190526000000.0,2.0,5.0,71.0,340.0,CO,4862,PAPOZZE,RO,1050710340,29034,G323,0,0,1
140590,2040140590,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,590,PARCINES/PARTSCHINS,14,BOLZANO,1518,1601,3119,719,766,1485,"47,61",4,4,N,42,31,0,1412,,20240610023540.0,20190526000000.0,2.0,4.0,14.0,590.0,CO,4866,PARCINES/PARTSCHINS,BZ,1040140590,21062,G328,0,0,1
560270,2080560270,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,270,PARMA,56,PARMA,69948,76713,146661,36841,40055,76896,"52,43",204,204,N,425,1457,5,75009,,20240610045404.0,20190526000000.0,2.0,8.0,56.0,270.0,SZ,4873,PARMA,PR,1080560270,34027,G337,321,148,1
850720,2060850720,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,720,PASIAN DI PRATO,85,UDINE,3749,4066,7815,2365,2530,4895,"62,64",8,8,N,96,131,0,4668,,20240610054221.0,20190526000000.0,2.0,6.0,85.0,720.0,SZ,4884,PASIAN DI PRATO,UD,1060850720,30072,G352,6,3,1
930290,2060930290,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,290,PASIANO DI PORDENONE,93,PORDENONE,3284,3316,6600,1870,1822,3692,"55,94",8,8,N,102,118,0,3472,,20240610050843.0,20190526000000.0,2.0,6.0,93.0,290.0,SZ,4885,PASIANO DI PORDENONE,PN,1060930290,93029,G353,3,3,1
890560,2050890560,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,560,PASTRENGO,89,VERONA,1225,1205,2430,553,553,1106,"45,51",3,3,N,4,22,0,1080,,20240610020311.0,20190526000000.0,2.0,5.0,89.0,560.0,CO,4892,PASTRENGO,VR,1050890560,23057,G365,2,1,1
850730,2060850730,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,730,PAULARO,85,UDINE,1090,1058,2148,332,278,610,"28,40",3,3,N,3,22,0,585,,20240610005436.0,20190526000000.0,2.0,6.0,85.0,730.0,SZ,4904,PAULARO,UD,1060850730,30073,G381,0,0,1
850740,2060850740,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,740,PAVIA DI UDINE,85,UDINE,2570,2673,5243,1434,1459,2893,"55,18",6,6,N,76,102,0,2715,,20240610024237.0,20190526000000.0,2.0,6.0,85.0,740.0,SZ,4911,PAVIA DI UDINE,UD,1060850740,30074,G389,2,1,1
500290,2080500290,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,290,PAVULLO NEL FRIGNANO,50,MODENA,7149,7175,14324,3419,3308,6727,"46,96",21,21,N,73,168,0,6486,,20240610020007.0,20190526000000.0,2.0,8.0,50.0,290.0,SZ,4914,PAVULLO NEL FRIGNANO,MO,1080500290,36030,G393,18,5,1
100360,2050100360,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,360,PEDAVENA,10,BELLUNO,2261,2311,4572,1059,1071,2130,"46,59",4,4,N,74,103,0,1953,,20240610021305.0,20190526000000.0,2.0,5.0,10.0,360.0,SZ,4921,PEDAVENA,BL,1050100360,25036,G404,0,0,1
900760,2050900760,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,760,PEDEMONTE,90,VICENZA,325,343,668,220,207,427,"63,92",2,2,N,28,16,0,383,,20240610020419.0,20190526000000.0,2.0,5.0,90.0,760.0,CO,4922,PEDEMONTE,VI,1050900760,24076,G406,1,1,1
840550,2050840550,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,550,PEDEROBBA,84,TREVISO,3700,3803,7503,1928,1907,3835,"51,11",7,7,N,137,120,0,3578,,20240610025433.0,20190526000000.0,2.0,5.0,84.0,550.0,SZ,4923,PEDEROBBA,TV,1050840550,26056,G408,3,1,1
831260,2040831260,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1260,PEIO,83,TRENTO,835,749,1584,356,303,659,"41,60",3,3,N,8,20,0,631,,20240610011456.0,20190526000000.0,2.0,4.0,83.0,1260.0,SZ,4931,PEIO,TN,1040831260,22136,G419,1,2,1
560280,2080560280,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,280,PELLEGRINO PARMENSE,56,PARMA,562,536,1098,191,187,378,"34,43",2,2,N,5,14,0,359,,20240610002406.0,20190526000000.0,2.0,8.0,56.0,280.0,SZ,4934,PELLEGRINO PARMENSE,PR,1080560280,34028,G424,0,0,1
831261,2040831261,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1261,PELLIZZANO,83,TRENTO,333,349,682,168,150,318,"46,63",1,1,N,2,7,0,309,,20240610014812.0,20190526000000.0,2.0,4.0,83.0,1261.0,SZ,4936,PELLIZZANO,TN,1040831261,22137,G428,0,0,1
831270,2040831270,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1270,PELUGO,83,TRENTO,170,182,352,78,83,161,"45,74",1,1,N,3,6,0,152,,20240610010004.0,20190526000000.0,2.0,4.0,83.0,1270.0,SZ,4937,PELUGO,TN,1040831270,22138,G429,0,0,1
1010116,2081010116,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,116,PENNABILLI,101,RIMINI,1175,1190,2365,645,627,1272,"53,78",5,5,N,15,57,0,1200,,20240610013219.0,20190526000000.0,2.0,8.0,101.0,116.0,SZ,4942,PENNABILLI,RN,1081010116,99024,G433,3,1,1
100370,2050100370,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,370,PERAROLO DI CADORE,10,BELLUNO,180,171,351,89,86,175,"49,86",1,1,N,9,12,0,154,,20240610024239.0,20190526000000.0,2.0,5.0,10.0,370.0,SZ,4948,PERAROLO DI CADORE,BL,1050100370,25037,G442,0,0,1
140600,2040140600,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,600,PERCA/PERCHA,14,BOLZANO,667,674,1341,344,363,707,"52,72",1,1,N,22,19,0,666,,20240610013146.0,20190526000000.0,2.0,4.0,14.0,600.0,CO,4949,PERCA/PERCHA,BZ,1040140600,21063,G443,0,0,1
831280,2040831280,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1280,PERGINE VALSUGANA,83,TRENTO,8984,9518,18502,4118,4407,8525,"46,08",21,21,N,53,228,1,8243,,20240610050101.0,20190526000000.0,2.0,4.0,83.0,1280.0,SZ,4956,PERGINE VALSUGANA,TN,1040831280,22139,G452,26,17,1
540610,2050540610,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,610,PERNUMIA,54,PADOVA,1553,1552,3105,785,767,1552,"49,98",3,3,N,16,47,0,1489,,20240610013510.0,20190526000000.0,2.0,5.0,54.0,610.0,SZ,4964,PERNUMIA,PD,1050540610,28061,G461,1,1,1
890570,2050890570,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,570,PESCANTINA,89,VERONA,7018,7182,14200,4502,4638,9140,"64,37",14,14,N,172,239,0,8729,,20240610045021.0,20190526000000.0,2.0,5.0,89.0,570.0,CO,4978,PESCANTINA,VR,1050890570,23058,G481,14,8,1
890580,2050890580,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,580,PESCHIERA DEL GARDA,89,VERONA,4217,4502,8719,2895,3102,5997,"68,78",11,11,N,187,172,0,5638,,20240610044924.0,20190526000000.0,2.0,5.0,89.0,580.0,CO,4986,PESCHIERA DEL GARDA,VR,1050890580,23059,G489,19,20,1
710350,2050710350,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,350,PETTORAZZA GRIMANI,71,ROVIGO,695,663,1358,465,435,900,"66,27",2,2,N,46,37,0,817,,20240610021032.0,20190526000000.0,2.0,5.0,71.0,350.0,CO,5019,PETTORAZZA GRIMANI,RO,1050710350,29035,G525,0,0,1
610320,2080610320,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,320,PIACENZA,61,PIACENZA,35864,39612,75476,18697,20366,39063,"51,76",107,107,N,256,784,3,38020,,20240610045834.0,20190526000000.0,2.0,8.0,61.0,320.0,SZ,5024,PIACENZA,PC,1080610320,33032,G535,88,51,1
540620,2050540620,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,620,PIACENZA D'ADIGE,54,PADOVA,547,554,1101,320,310,630,"57,22",2,2,N,23,37,0,570,,20240610044831.0,20190526000000.0,2.0,5.0,54.0,620.0,SZ,5025,PIACENZA D'ADIGE,PD,1050540620,28062,G534,0,0,1
610330,2080610330,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,330,PIANELLO VAL TIDONE,61,PIACENZA,894,963,1857,638,624,1262,"67,96",2,2,N,57,42,0,1163,,20240610020615.0,20190526000000.0,2.0,8.0,61.0,330.0,SZ,5038,PIANELLO VAL TIDONE,PC,1080610330,33033,G557,1,0,1
900770,2050900770,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,770,PIANEZZE,90,VICENZA,1032,1079,2111,616,635,1251,"59,26",2,2,N,28,51,0,1172,,20240610045153.0,20190526000000.0,2.0,5.0,90.0,770.0,CO,5041,PIANEZZE,VI,1050900770,24077,G560,2,1,1
870280,2050870280,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,280,PIANIGA,87,VENEZIA,5080,5216,10296,2450,2383,4833,"46,94",9,9,N,36,151,0,4646,,20240610044928.0,20190526000000.0,2.0,5.0,87.0,280.0,SZ,5044,PIANIGA,VE,1050870280,27028,G565,8,4,1
130470,2080130470,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,470,PIANORO,13,BOLOGNA,7057,7255,14312,4786,4906,9692,"67,72",19,19,N,167,252,0,9273,,20240610050410.0,20190526000000.0,2.0,8.0,13.0,470.0,CO,5047,PIANORO,BO,1080130470,37047,G570,39,34,1
540630,2050540630,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,630,PIAZZOLA SUL BRENTA,54,PADOVA,4578,4659,9237,2997,3020,6017,"65,14",11,11,N,116,227,0,5674,,20240610053834.0,20190526000000.0,2.0,5.0,54.0,630.0,SZ,5058,PIAZZOLA SUL BRENTA,PD,1050540630,28063,G587,8,2,1
840555,2050840555,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,555,PIEVE DEL GRAPPA,84,TREVISO,2973,3091,6064,1600,1636,3236,"53,36",6,6,N,80,126,0,3030,,20240610045337.0,20190526000000.0,2.0,5.0,84.0,555.0,SZ,5103,PIEVE DEL GRAPPA,TV,1050840555,26096,M422,1,0,1
831295,2040831295,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1295,PIEVE DI BONO-PREZZO,83,TRENTO,648,663,1311,292,279,571,"43,55",2,2,N,8,7,0,556,,20240610023903.0,20190526000000.0,2.0,4.0,83.0,1295.0,SZ,5104,PIEVE DI BONO-PREZZO,TN,1040831295,22234,M365,0,0,1
100390,2050100390,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,390,PIEVE DI CADORE,10,BELLUNO,1606,1690,3296,651,673,1324,"40,17",4,4,N,20,47,0,1257,,20240610013533.0,20190526000000.0,2.0,5.0,10.0,390.0,SZ,5105,PIEVE DI CADORE,BL,1050100390,25039,G642,5,1,1
130480,2080130480,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,480,PIEVE DI CENTO,13,BOLOGNA,2919,2984,5903,1936,2001,3937,"66,69",7,7,N,105,110,0,3722,,20240610025003.0,20190526000000.0,2.0,8.0,13.0,480.0,CO,5106,PIEVE DI CENTO,BO,1080130480,37048,G643,4,4,1
840560,2050840560,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,560,PIEVE DI SOLIGO,84,TREVISO,4750,4923,9673,2789,2837,5626,"58,16",9,9,N,173,220,0,5233,,20240610045111.0,20190526000000.0,2.0,5.0,84.0,560.0,SZ,5107,PIEVE DI SOLIGO,TV,1050840560,26057,G645,5,7,1
831310,2040831310,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1310,PIEVE TESINO,83,TRENTO,294,290,584,141,137,278,"47,60",1,1,N,4,7,0,267,,20240610012516.0,20190526000000.0,2.0,4.0,83.0,1310.0,SZ,5116,PIEVE TESINO,TN,1040831310,22142,G656,0,0,1
500300,2080500300,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,300,PIEVEPELAGO,50,MODENA,1200,1135,2335,659,591,1250,"53,53",3,3,N,62,45,0,1143,,20240610023235.0,20190526000000.0,2.0,8.0,50.0,300.0,SZ,5119,PIEVEPELAGO,MO,1080500300,36031,G649,0,0,1
710360,2050710360,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,360,PINCARA,71,ROVIGO,555,544,1099,277,267,544,"49,50",1,1,N,28,26,0,490,,20240610014008.0,20190526000000.0,2.0,5.0,71.0,360.0,CO,5132,PINCARA,RO,1050710360,29036,G673,0,0,1
930300,2060930300,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,300,PINZANO AL TAGLIAMENTO,93,PORDENONE,627,685,1312,284,253,537,"40,93",2,2,N,2,15,0,520,,20240610010821.0,20190526000000.0,2.0,6.0,93.0,300.0,SZ,5137,PINZANO AL TAGLIAMENTO,PN,1060930300,93030,G680,1,0,1
831320,2040831320,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1320,PINZOLO,83,TRENTO,1263,1329,2592,638,648,1286,"49,61",4,4,N,13,35,0,1238,,20240610013251.0,20190526000000.0,2.0,4.0,83.0,1320.0,SZ,5138,PINZOLO,TN,1040831320,22143,G681,0,0,1
540640,2050540640,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,640,PIOMBINO DESE,54,PADOVA,3992,3914,7906,1842,1827,3669,"46,41",10,10,N,37,109,0,3523,,20240610024702.0,20190526000000.0,2.0,5.0,54.0,640.0,SZ,5145,PIOMBINO DESE,PD,1050540640,28064,G688,9,5,1
540650,2050540650,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,650,PIOVE DI SACCO,54,PADOVA,7756,8292,16048,3912,4141,8053,"50,18",20,20,N,85,197,0,7771,,20240610054048.0,20190526000000.0,2.0,5.0,54.0,650.0,SZ,5149,PIOVE DI SACCO,PD,1050540650,28065,G693,14,8,1
900780,2050900780,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,780,PIOVENE ROCCHETTE,90,VICENZA,3396,3432,6828,2031,2066,4097,"60,00",7,7,N,116,158,0,3823,,20240610045028.0,20190526000000.0,2.0,5.0,90.0,780.0,CO,5150,PIOVENE ROCCHETTE,VI,1050900780,24078,G694,12,0,1
610340,2080610340,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,340,PIOZZANO,61,PIACENZA,276,239,515,223,192,415,"80,58",1,1,N,18,26,0,371,,20240610023600.0,20190526000000.0,2.0,8.0,61.0,340.0,SZ,5151,PIOZZANO,PC,1080610340,33034,G696,0,0,1
140610,2040140610,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,610,PLAUS/PLAUS,14,BOLZANO,296,267,563,139,153,292,"51,87",1,1,N,5,9,0,278,,20240610005738.0,20190526000000.0,2.0,4.0,14.0,610.0,CO,5178,PLAUS/PLAUS,BZ,1040140610,21064,G299,0,0,1
850750,2060850750,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,750,POCENIA,85,UDINE,1133,1136,2269,458,422,880,"38,78",3,3,N,9,36,0,835,,20240610010654.0,20190526000000.0,2.0,6.0,85.0,750.0,SZ,5183,POCENIA,UD,1060850750,30075,G743,0,0,1
610350,2080610350,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,350,PODENZANO,61,PIACENZA,3603,3765,7368,2357,2421,4778,"64,85",7,7,N,118,145,0,4515,,20240610045310.0,20190526000000.0,2.0,8.0,61.0,350.0,SZ,5185,PODENZANO,PC,1080610350,33035,G747,13,2,1
290160,2080290160,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,160,POGGIO RENATICO,29,FERRARA,3687,3863,7550,2327,2524,4851,"64,25",9,9,N,121,148,0,4582,,20240610020553.0,20190526000000.0,2.0,8.0,29.0,160.0,CO,5197,POGGIO RENATICO,FE,1080290160,38018,G768,7,4,1
1010125,2081010125,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,125,POGGIO TORRIANA,101,RIMINI,2140,2140,4280,1326,1291,2617,"61,14",5,5,N,63,76,0,2478,,20240610045019.0,20190526000000.0,2.0,8.0,101.0,125.0,SZ,5203,POGGIO TORRIANA,RN,1081010125,99028,M324,3,4,1
900790,2050900790,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,790,POJANA MAGGIORE,90,VICENZA,1925,2011,3936,1200,1189,2389,"60,70",4,4,N,70,77,0,2242,,20240610045128.0,20190526000000.0,2.0,5.0,90.0,790.0,CO,5215,POJANA MAGGIORE,VI,1050900790,24079,G776,0,0,1
930310,2060930310,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,310,POLCENIGO,93,PORDENONE,1731,1799,3530,632,641,1273,"36,06",4,4,N,15,36,0,1222,,20240610023253.0,20190526000000.0,2.0,6.0,93.0,310.0,SZ,5217,POLCENIGO,PN,1060930310,93031,G780,2,0,1
710370,2050710370,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,370,POLESELLA,71,ROVIGO,1679,1651,3330,1012,990,2002,"60,12",4,4,N,68,80,0,1854,,20240610045750.0,20190526000000.0,2.0,5.0,71.0,370.0,CO,5218,POLESELLA,RO,1050710370,29037,G782,2,0,1
560291,2080560291,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,291,POLESINE ZIBELLO,56,PARMA,1334,1380,2714,795,816,1611,"59,36",3,3,N,68,55,0,1488,,20240610044940.0,20190526000000.0,2.0,8.0,56.0,291.0,SZ,5219,POLESINE ZIBELLO,PR,1080560291,34050,M367,0,0,1
500310,2080500310,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,310,POLINAGO,50,MODENA,655,618,1273,348,301,649,"50,98",2,2,N,12,22,0,615,,20240610012925.0,20190526000000.0,2.0,8.0,50.0,310.0,SZ,5224,POLINAGO,MO,1080500310,36032,G789,0,0,1
540660,2050540660,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,660,POLVERARA,54,PADOVA,1376,1434,2810,976,1021,1997,"71,07",3,3,N,78,78,0,1841,,20240610045929.0,20190526000000.0,2.0,5.0,54.0,660.0,SZ,5238,POLVERARA,PD,1050540660,28066,G802,1,1,1
831330,2040831330,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1330,POMAROLO,83,TRENTO,1095,1055,2150,518,520,1038,"48,28",2,2,N,9,22,0,1007,,20240610045030.0,20190526000000.0,2.0,4.0,83.0,1330.0,SZ,5244,POMAROLO,TN,1040831330,22144,G808,0,0,1
540670,2050540670,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,670,PONSO,54,PADOVA,1035,1015,2050,679,663,1342,"65,46",3,3,N,75,55,0,1212,,20240610025454.0,20190526000000.0,2.0,5.0,54.0,670.0,SZ,5257,PONSO,PD,1050540670,28067,G823,0,0,1
610360,2080610360,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,360,PONTE DELL'OLIO,61,PIACENZA,1935,2037,3972,1342,1331,2673,"67,30",5,5,N,75,79,0,2519,,20240610020733.0,20190526000000.0,2.0,8.0,61.0,360.0,SZ,5264,PONTE DELL'OLIO,PC,1080610360,33036,G842,6,0,1
840570,2050840570,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,570,PONTE DI PIAVE,84,TREVISO,3488,3410,6898,2081,2071,4152,"60,19",8,8,N,130,131,0,3891,,20240610050501.0,20190526000000.0,2.0,5.0,84.0,570.0,SZ,5266,PONTE DI PIAVE,TV,1050840570,26058,G846,0,1,1
140620,2040140620,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,620,PONTE GARDENA/WAIDBRUCK,14,BOLZANO,78,73,151,47,45,92,"60,93",1,1,N,1,3,0,88,,20240610054232.0,20190526000000.0,2.0,4.0,14.0,620.0,CO,5267,PONTE GARDENA/WAIDBRUCK,BZ,1040140620,21065,G830,0,0,1
100400,2050100400,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,400,PONTE NELLE ALPI,10,BELLUNO,3681,3846,7527,2082,2129,4211,"55,95",8,8,N,140,170,0,3901,,20240610050036.0,20190526000000.0,2.0,5.0,10.0,400.0,SZ,5270,PONTE NELLE ALPI,BL,1050100400,25040,B662,5,4,1
540690,2050540690,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,690,PONTE SAN NICOLO',54,PADOVA,5208,5591,10799,3518,3778,7296,"67,56",11,11,N,139,191,0,6966,,20240610050042.0,20190526000000.0,2.0,5.0,54.0,690.0,SZ,5273,PONTE SAN NICOLO',PD,1050540690,28069,G855,22,9,1
850760,2060850760,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,760,PONTEBBA,85,UDINE,607,622,1229,390,403,793,"64,52",2,2,N,24,42,0,727,,20240610045220.0,20190526000000.0,2.0,6.0,85.0,760.0,SZ,5275,PONTEBBA,UD,1060850760,30076,G831,0,0,1
710380,2050710380,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,380,PONTECCHIO POLESINE,71,ROVIGO,927,911,1838,689,646,1335,"72,63",2,2,N,46,55,0,1234,,20240610045826.0,20190526000000.0,2.0,5.0,71.0,380.0,CO,5277,PONTECCHIO POLESINE,RO,1050710380,29038,G836,2,0,1
540680,2050540680,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,680,PONTELONGO,54,PADOVA,1410,1423,2833,923,922,1845,"65,13",4,4,N,54,53,0,1738,,20240610024223.0,20190526000000.0,2.0,5.0,54.0,680.0,SZ,5285,PONTELONGO,PD,1050540680,28068,G850,1,1,1
610370,2080610370,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,370,PONTENURE,61,PIACENZA,2349,2497,4846,1562,1620,3182,"65,66",6,6,N,92,120,0,2970,,20240610051417.0,20190526000000.0,2.0,8.0,61.0,370.0,SZ,5286,PONTENURE,PC,1080610370,33037,G852,7,6,1
