join,codice,st,t_ele,f_elet,dt_ele,l_terr,area,cod_com,desc_com,cod_prov,desc_prov,ele_m,ele_f,ele_t,vot_m,vot_f,vot_t,perc_vot,sz_perv,sz_tot,fine_rip,sk_bianche,sk_nulle,sk_contestate,tot_vot_lis,non_valid,dt_agg,data_prec_elez,circ_sto,reg_sto,prov_sto,comu_sto,tipo_tras,NR.,DESCRIZIONE COMUNE,SIGLA,CODICE ELETTORALE,CODICE ISTAT,CODICE BELFIORE,pref_silvia,pref_marcello,dati_presenti
540010,2050540010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,ABANO TERME,54,PADOVA,7946,8811,16757,4237,4474,8711,"51,98",18,18,N,54,202,0,8455,,20240610051047.0,20190526000000.0,2.0,5.0,54.0,10.0,SZ,1,ABANO TERME,PD,1050540010,28001,A001,30,22,1
710010,2050710010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,ADRIA,71,ROVIGO,7995,8512,16507,3630,3622,7252,"43,93",25,25,N,47,234,0,6971,,20240610044949.0,20190526000000.0,2.0,5.0,71.0,10.0,CO,48,ADRIA,RO,1050710010,29001,A059,5,3,1
890010,2050890010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,AFFI,89,VERONA,959,1019,1978,491,514,1005,"50,81",2,2,N,5,33,0,967,,20240610021314.0,20190526000000.0,2.0,5.0,89.0,10.0,CO,50,AFFI,VR,1050890010,23001,A061,6,1,1
610010,2080610010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,AGAZZANO,61,PIACENZA,779,817,1596,420,402,822,"51,50",2,2,N,12,19,0,791,,20240610011654.0,20190526000000.0,2.0,8.0,61.0,10.0,SZ,54,AGAZZANO,PC,1080610010,33001,A067,3,1,1
540020,2050540020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,20,AGNA,54,PADOVA,1280,1308,2588,873,900,1773,"68,51",3,3,N,68,69,0,1636,,20240610025620.0,20190526000000.0,2.0,5.0,54.0,20.0,SZ,62,AGNA,PD,1050540020,28002,A075,1,0,1
100010,2050100010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,AGORDO,10,BELLUNO,1850,1992,3842,1054,1108,2162,"56,27",4,4,N,88,109,0,1965,,20240610023711.0,20190526000000.0,2.0,5.0,10.0,10.0,SZ,67,AGORDO,BL,1050100010,25001,A083,1,1,1
900010,2050900010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,AGUGLIARO,90,VICENZA,682,670,1352,426,425,851,"62,94",2,2,N,51,35,0,765,,20240610023643.0,20190526000000.0,2.0,5.0,90.0,10.0,CO,75,AGUGLIARO,VI,1050900010,24001,A093,0,0,1
850010,2060850010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,AIELLO DEL FRIULI,85,UDINE,981,1084,2065,439,465,904,"43,78",2,2,N,9,16,0,879,,20240610004519.0,20190526000000.0,2.0,6.0,85.0,10.0,SZ,81,AIELLO DEL FRIULI,UD,1060850010,30001,A103,3,1,1
830010,2040830010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,ALA,83,TRENTO,3769,3692,7461,1619,1591,3210,"43,02",7,7,N,30,61,0,3119,,20240610020306.0,20190526000000.0,2.0,4.0,83.0,10.0,SZ,91,ALA,TN,1040830010,22001,A116,11,6,1
890020,2050890020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,20,ALBAREDO D'ADIGE,89,VERONA,2143,2090,4233,923,862,1785,"42,17",4,4,N,11,50,0,1724,,20240610015158.0,20190526000000.0,2.0,5.0,89.0,20.0,CO,108,ALBAREDO D'ADIGE,VR,1050890020,23002,A137,1,0,1
560010,2080560010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,ALBARETO,56,PARMA,1137,1237,2374,598,586,1184,"49,87",4,4,N,55,52,0,1077,,20240610015357.0,20190526000000.0,2.0,8.0,56.0,10.0,SZ,110,ALBARETO,PR,1080560010,34001,A138,2,1,1
900020,2050900020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,20,ALBETTONE,90,VICENZA,966,958,1924,372,357,729,"37,89",2,2,N,6,19,0,704,,20240610024609.0,20190526000000.0,2.0,5.0,90.0,20.0,CO,118,ALBETTONE,VI,1050900020,24002,A154,0,0,1
830020,2040830020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,20,ALBIANO,83,TRENTO,890,853,1743,293,267,560,"32,13",1,1,N,3,18,0,539,,20240610050204.0,20190526000000.0,2.0,4.0,83.0,20.0,SZ,120,ALBIANO,TN,1040830020,22002,A158,0,0,1
540030,2050540030,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,30,ALBIGNASEGO,54,PADOVA,10562,11348,21910,6110,6405,12515,"57,12",19,19,N,92,303,0,12120,,20240610045539.0,20190526000000.0,2.0,5.0,54.0,30.0,SZ,124,ALBIGNASEGO,PD,1050540030,28003,A161,28,17,1
680010,2080680010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,ALBINEA,68,REGGIO NELL' EMILIA,3570,3761,7331,2533,2641,5174,"70,58",8,8,N,77,103,0,4994,,20240610020313.0,20190526000000.0,2.0,8.0,68.0,10.0,SZ,125,ALBINEA,RE,1080680010,35001,A162,22,7,1
830030,2040830030,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,30,ALDENO,83,TRENTO,1423,1451,2874,724,741,1465,"50,97",3,3,N,18,39,0,1408,,20240610023645.0,20190526000000.0,2.0,4.0,83.0,30.0,SZ,137,ALDENO,TN,1040830030,22003,A178,3,0,1
140002,2040140002,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,2,ALDINO/ALDEIN,14,BOLZANO,657,636,1293,347,349,696,"53,83",2,2,N,16,16,0,664,,20240610005605.0,20190526000000.0,2.0,4.0,14.0,2.0,CO,138,ALDINO/ALDEIN,BZ,1040140002,21001,A179,0,0,1
660010,2080660010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,ALFONSINE,66,RAVENNA,4368,4597,8965,2783,2894,5677,"63,32",12,12,N,111,197,0,5369,,20240610054657.0,20190526000000.0,2.0,8.0,66.0,10.0,SZ,149,ALFONSINE,RA,1080660010,39001,A191,7,3,1
100030,2050100030,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,30,ALLEGHE,10,BELLUNO,541,568,1109,294,286,580,"52,30",2,2,N,37,44,0,499,,20240610023500.0,20190526000000.0,2.0,5.0,10.0,30.0,SZ,162,ALLEGHE,BL,1050100030,25003,A206,0,0,1
900030,2050900030,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,30,ALONTE,90,VICENZA,705,682,1387,431,430,861,"62,08",2,2,N,22,33,0,806,,20240610023730.0,20190526000000.0,2.0,5.0,90.0,30.0,CO,172,ALONTE,VI,1050900030,24003,A220,0,1,1
100035,2050100035,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,35,ALPAGO,10,BELLUNO,3203,3149,6352,1285,1195,2480,"39,04",9,9,N,33,76,0,2371,,20240610024239.0,20190526000000.0,2.0,5.0,10.0,35.0,SZ,173,ALPAGO,BL,1050100035,25072,M375,11,9,1
610020,2080610020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,20,ALSENO,61,PIACENZA,1934,1980,3914,1269,1291,2560,"65,41",5,5,N,88,105,0,2367,,20240610015012.0,20190526000000.0,2.0,8.0,61.0,20.0,SZ,176,ALSENO,PC,1080610020,33002,A223,3,2,1
610025,2080610025,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,25,ALTA VAL TIDONE,61,PIACENZA,1346,1285,2631,710,655,1365,"51,88",5,5,N,21,41,0,1303,,20240610012519.0,20190526000000.0,2.0,8.0,61.0,25.0,SZ,178,ALTA VAL TIDONE,PC,1080610025,33049,M386,0,0,1
830034,2040830034,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,34,ALTAVALLE,83,TRENTO,801,786,1587,337,351,688,"43,35",4,4,N,9,27,2,650,,20240610044908.0,20190526000000.0,2.0,4.0,83.0,34.0,SZ,182,ALTAVALLE,TN,1040830034,22235,M349,3,1,1
900040,2050900040,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,40,ALTAVILLA VICENTINA,90,VICENZA,4889,4930,9819,2933,3030,5963,"60,73",8,8,N,146,181,0,5636,,20240610045209.0,20190526000000.0,2.0,5.0,90.0,40.0,CO,187,ALTAVILLA VICENTINA,VI,1050900040,24004,A231,7,4,1
900050,2050900050,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,50,ALTISSIMO,90,VICENZA,1074,994,2068,695,657,1352,"65,38",2,2,N,49,36,1,1266,,20240610052233.0,20190526000000.0,2.0,5.0,90.0,50.0,CO,191,ALTISSIMO,VI,1050900050,24005,A236,0,0,1
840010,2050840010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,ALTIVOLE,84,TREVISO,3095,3182,6277,1748,1728,3476,"55,38",5,5,N,85,136,0,3255,,20240610051231.0,20190526000000.0,2.0,5.0,84.0,10.0,SZ,192,ALTIVOLE,TV,1050840010,26001,A237,5,2,1
130005,2080130005,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,5,ALTO RENO TERME,13,BOLOGNA,2882,2949,5831,1403,1402,2805,"48,10",9,9,N,26,100,0,2679,,20240610012905.0,20190526000000.0,2.0,8.0,13.0,5.0,CO,194,ALTO RENO TERME,BO,1080130005,37062,M369,7,2,1
830037,2040830037,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,37,ALTOPIANO DELLA VIGOLANA,83,TRENTO,2623,2564,5187,1115,1109,2224,"42,88",5,5,N,14,52,0,2158,,20240610025028.0,20190526000000.0,2.0,4.0,83.0,37.0,SZ,199,ALTOPIANO DELLA VIGOLANA,TN,1040830037,22236,M350,7,1,1
850020,2060850020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,20,AMARO,85,UDINE,360,373,733,229,247,476,"64,94",1,1,N,31,27,0,418,,20240610012328.0,20190526000000.0,2.0,6.0,85.0,20.0,SZ,209,AMARO,UD,1060850020,30002,A254,0,0,1
830042,2040830042,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,42,AMBLAR-DON,83,TRENTO,250,246,496,103,112,215,"43,35",1,1,N,4,0,4,207,,20240610005549.0,20190526000000.0,2.0,4.0,83.0,42.0,SZ,215,AMBLAR-DON,TN,1040830042,22237,M351,0,0,1
850030,2060850030,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,30,AMPEZZO,85,UDINE,480,497,977,276,261,537,"54,96",2,2,N,33,29,0,475,,20240610010119.0,20190526000000.0,2.0,6.0,85.0,30.0,SZ,221,AMPEZZO,UD,1060850030,30003,A267,0,0,1
830050,2040830050,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,50,ANDALO,83,TRENTO,521,534,1055,203,218,421,"39,91",1,1,N,1,1,0,419,,20240610005747.0,20190526000000.0,2.0,4.0,83.0,50.0,SZ,227,ANDALO,TN,1040830050,22005,A274,0,0,1
930010,2060930010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,ANDREIS,93,PORDENONE,124,122,246,55,55,110,"44,72",1,1,N,3,4,0,103,,20240610013104.0,20190526000000.0,2.0,6.0,93.0,10.0,SZ,234,ANDREIS,PN,1060930010,93001,A283,0,0,1
140001,2040140001,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1,ANDRIANO/ANDRIAN,14,BOLZANO,409,405,814,223,227,450,"55,28",1,1,N,10,11,0,429,,20240610014836.0,20190526000000.0,2.0,4.0,14.0,1.0,CO,237,ANDRIANO/ANDRIAN,BZ,1040140001,21002,A286,0,0,1
890030,2050890030,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,30,ANGIARI,89,VERONA,1082,1109,2191,738,751,1489,"67,96",2,2,N,67,46,0,1376,,20240610020348.0,20190526000000.0,2.0,5.0,89.0,30.0,CO,242,ANGIARI,VR,1050890030,23003,A292,0,0,1
540040,2050540040,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,40,ANGUILLARA VENETA,54,PADOVA,1863,1935,3798,1203,1185,2388,"62,88",5,5,N,70,126,0,2192,,20240610024839.0,20190526000000.0,2.0,5.0,54.0,40.0,SZ,247,ANGUILLARA VENETA,PD,1050540040,28004,A296,4,2,1
870010,2050870010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,ANNONE VENETO,87,VENEZIA,1846,1843,3689,983,957,1940,"52,59",4,4,N,67,81,3,1789,,20240610044842.0,20190526000000.0,2.0,5.0,87.0,10.0,SZ,250,ANNONE VENETO,VE,1050870010,27001,A302,0,0,1
140010,2040140010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,ANTERIVO/ALTREI,14,BOLZANO,160,143,303,73,74,147,"48,51",1,1,N,3,2,0,142,,20240610011627.0,20190526000000.0,2.0,4.0,14.0,10.0,CO,253,ANTERIVO/ALTREI,BZ,1040140010,21003,A306,0,0,1
130010,2080130010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,ANZOLA DELL'EMILIA,13,BOLOGNA,4690,4800,9490,3011,3165,6176,"65,08",11,11,N,84,132,0,5960,,20240610045016.0,20190526000000.0,2.0,8.0,13.0,10.0,CO,267,ANZOLA DELL'EMILIA,BO,1080130010,37001,A324,28,12,1
140020,2040140020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,20,APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,14,BOLZANO,5674,5834,11508,2948,3171,6119,"53,17",10,10,N,36,108,0,5975,,20240610045521.0,20190526000000.0,2.0,4.0,14.0,20.0,CO,274,APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,BZ,1040140020,21004,A332,1,1,1
850040,2060850040,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,40,AQUILEIA,85,UDINE,1434,1463,2897,985,1029,2014,"69,52",3,3,N,76,86,0,1852,,20240610051024.0,20190526000000.0,2.0,6.0,85.0,40.0,SZ,284,AQUILEIA,UD,1060850040,30004,A346,0,0,1
930020,2060930020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,20,ARBA,93,PORDENONE,594,581,1175,397,370,767,"65,28",3,3,N,35,38,0,694,,20240610052216.0,20190526000000.0,2.0,6.0,93.0,20.0,SZ,290,ARBA,PN,1060930020,93002,A354,0,0,1
840020,2050840020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,20,ARCADE,84,TREVISO,1984,1953,3937,865,800,1665,"42,29",3,3,N,6,51,0,1608,,20240610025524.0,20190526000000.0,2.0,5.0,84.0,20.0,SZ,294,ARCADE,TV,1050840020,26002,A360,2,2,1
830060,2040830060,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,60,ARCO,83,TRENTO,7122,7460,14582,3180,3273,6453,"44,25",12,12,N,51,142,0,6260,,20240610055301.0,20190526000000.0,2.0,4.0,83.0,60.0,SZ,302,ARCO,TN,1040830060,22006,A372,16,19,1
890040,2050890040,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,40,ARCOLE,89,VERONA,2491,2560,5051,1177,1160,2337,"46,27",5,5,N,18,51,0,2268,,20240610045230.0,20190526000000.0,2.0,5.0,89.0,40.0,CO,304,ARCOLE,VR,1050890040,23004,A374,2,1,1
900060,2050900060,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,60,ARCUGNANO,90,VICENZA,3434,3453,6887,2260,2270,4530,"65,78",9,9,N,89,135,0,4306,,20240610045241.0,20190526000000.0,2.0,5.0,90.0,60.0,CO,307,ARCUGNANO,VI,1050900060,24006,A377,11,8,1
130020,2080130020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,20,ARGELATO,13,BOLOGNA,3677,3901,7578,2421,2577,4998,"65,95",9,9,N,68,128,0,4802,,20240610015636.0,20190526000000.0,2.0,8.0,13.0,20.0,CO,320,ARGELATO,BO,1080130020,37002,A392,20,6,1
290010,2080290010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,ARGENTA,29,FERRARA,8326,8793,17119,5229,5506,10735,"62,71",24,24,N,208,298,0,10229,,20240610045217.0,20190526000000.0,2.0,8.0,29.0,10.0,CO,321,ARGENTA,FE,1080290010,38001,A393,9,8,1
710020,2050710020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,20,ARIANO NEL POLESINE,71,ROVIGO,1699,1788,3487,1019,1042,2061,"59,11",6,6,N,67,83,0,1911,,20240610044936.0,20190526000000.0,2.0,5.0,71.0,20.0,CO,327,ARIANO NEL POLESINE,RO,1050710020,29002,A400,2,0,1
540050,2050540050,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,50,ARQUA' PETRARCA,54,PADOVA,780,788,1568,582,558,1140,"72,70",2,2,N,34,29,0,1077,,20240610050016.0,20190526000000.0,2.0,5.0,54.0,50.0,SZ,350,ARQUA' PETRARCA,PD,1050540050,28005,A434,0,0,1
710030,2050710030,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,30,ARQUA' POLESINE,71,ROVIGO,1170,1189,2359,751,737,1488,"63,08",3,3,N,45,55,0,1388,,20240610023640.0,20190526000000.0,2.0,5.0,71.0,30.0,CO,351,ARQUA' POLESINE,RO,1050710030,29003,A435,2,0,1
540060,2050540060,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,60,ARRE,54,PADOVA,904,904,1808,503,521,1024,"56,64",2,2,N,24,51,0,949,,20240610045700.0,20190526000000.0,2.0,5.0,54.0,60.0,SZ,354,ARRE,PD,1050540060,28006,A438,3,1,1
100040,2050100040,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,40,ARSIE',10,BELLUNO,2043,2176,4219,688,697,1385,"32,83",4,4,N,50,83,0,1252,,20240610023248.0,20190526000000.0,2.0,5.0,10.0,40.0,SZ,357,ARSIE',BL,1050100040,25004,A443,2,0,1
900070,2050900070,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,70,ARSIERO,90,VICENZA,1406,1393,2799,917,857,1774,"63,38",4,4,N,74,102,0,1598,,20240610054537.0,20190526000000.0,2.0,5.0,90.0,70.0,CO,358,ARSIERO,VI,1050900070,24007,A444,0,0,1
850050,2060850050,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,50,ARTA TERME,85,UDINE,960,1011,1971,367,371,738,"37,44",3,3,N,6,24,0,708,,20240610021122.0,20190526000000.0,2.0,6.0,85.0,50.0,SZ,361,ARTA TERME,UD,1060850050,30005,A447,0,0,1
850060,2060850060,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,60,ARTEGNA,85,UDINE,1609,1724,3333,834,844,1678,"50,35",3,3,N,50,97,0,1531,,20240610023609.0,20190526000000.0,2.0,6.0,85.0,60.0,SZ,362,ARTEGNA,UD,1060850060,30006,A448,1,0,1
540070,2050540070,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,70,ARZERGRANDE,54,PADOVA,2024,2027,4051,1068,994,2062,"50,90",5,5,N,17,76,0,1969,,20240610024452.0,20190526000000.0,2.0,5.0,54.0,70.0,SZ,370,ARZERGRANDE,PD,1050540070,28007,A458,4,2,1
900080,2050900080,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,80,ARZIGNANO,90,VICENZA,10257,10070,20327,6054,5995,12049,"59,28",24,24,N,291,390,0,11368,,20240610045457.0,20190526000000.0,2.0,5.0,90.0,80.0,CO,371,ARZIGNANO,VI,1050900080,24008,A459,22,10,1
900090,2050900090,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,90,ASIAGO,90,VICENZA,2832,2951,5783,1783,1805,3588,"62,04",6,6,N,96,140,5,3347,,20240610023550.0,20190526000000.0,2.0,5.0,90.0,90.0,CO,377,ASIAGO,VI,1050900090,24009,A465,5,4,1
900100,2050900100,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,100,ASIGLIANO VENETO,90,VICENZA,347,366,713,265,246,511,"71,67",1,1,N,26,30,0,455,,20240610045101.0,20190526000000.0,2.0,5.0,90.0,100.0,CO,378,ASIGLIANO VENETO,VI,1050900100,24010,A467,0,0,1
840030,2050840030,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,30,ASOLO,84,TREVISO,4078,4053,8131,2170,2238,4408,"54,21",8,8,N,106,147,0,4155,,20240610044846.0,20190526000000.0,2.0,5.0,84.0,30.0,SZ,381,ASOLO,TV,1050840030,26003,A471,10,10,1
850070,2060850070,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,70,ATTIMIS,85,UDINE,731,777,1508,498,525,1023,"67,84",3,3,N,38,41,0,944,,20240610024006.0,20190526000000.0,2.0,6.0,85.0,70.0,SZ,399,ATTIMIS,UD,1060850070,30007,A491,0,0,1
100050,2050100050,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,50,AURONZO DI CADORE,10,BELLUNO,1378,1467,2845,531,579,1110,"39,02",4,4,N,13,49,0,1048,,20240610014656.0,20190526000000.0,2.0,5.0,10.0,50.0,SZ,406,AURONZO DI CADORE,BL,1050100050,25005,A501,3,1,1
140021,2040140021,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,21,AVELENGO/HAFLING,14,BOLZANO,327,293,620,188,178,366,"59,03",1,1,N,11,8,0,347,,20240610004319.0,20190526000000.0,2.0,4.0,14.0,21.0,CO,410,AVELENGO/HAFLING,BZ,1040140021,21005,A507,0,0,1
930040,2060930040,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,40,AVIANO,93,PORDENONE,3862,4054,7916,1687,1694,3381,"42,71",9,9,N,23,101,5,3252,,20240610023414.0,20190526000000.0,2.0,6.0,93.0,40.0,SZ,417,AVIANO,PN,1060930040,93004,A516,3,1,1
830070,2040830070,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,70,AVIO,83,TRENTO,1743,1743,3486,842,800,1642,"47,10",4,4,N,23,47,0,1572,,20240610050350.0,20190526000000.0,2.0,4.0,83.0,70.0,SZ,422,AVIO,TN,1040830070,22007,A520,0,2,1
930050,2060930050,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,50,AZZANO DECIMO,93,PORDENONE,6739,6952,13691,3082,3053,6135,"44,81",12,12,N,35,164,0,5936,,20240610050432.0,20190526000000.0,2.0,6.0,93.0,50.0,SZ,431,AZZANO DECIMO,PN,1060930050,93005,A530,4,3,1
890050,2050890050,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,50,BADIA CALAVENA,89,VERONA,1069,1060,2129,532,539,1071,"50,31",3,3,N,12,37,0,1022,,20240610023304.0,20190526000000.0,2.0,5.0,89.0,50.0,CO,441,BADIA CALAVENA,VR,1050890050,23005,A540,0,0,1
710040,2050710040,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,40,BADIA POLESINE,71,ROVIGO,4206,4404,8610,1965,1876,3841,"44,61",13,13,N,41,108,0,3692,,20240610023719.0,20190526000000.0,2.0,5.0,71.0,40.0,CO,443,BADIA POLESINE,RO,1050710040,29004,A539,0,2,1
140030,2040140030,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,30,BADIA/ABTEI,14,BOLZANO,1408,1441,2849,675,706,1381,"48,47",3,3,N,14,24,0,1343,,20240610003955.0,20190526000000.0,2.0,4.0,14.0,30.0,CO,445,BADIA/ABTEI,BZ,1040140030,21006,A537,1,0,1
660020,2080660020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,20,BAGNACAVALLO,66,RAVENNA,6243,6576,12819,3988,4145,8133,"63,44",19,19,N,129,253,0,7751,,20240610085246.0,20190526000000.0,2.0,8.0,66.0,20.0,SZ,449,BAGNACAVALLO,RA,1080660020,39002,A547,16,6,1
660030,2080660030,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,30,BAGNARA DI ROMAGNA,66,RAVENNA,895,891,1786,516,495,1011,"56,61",2,2,N,7,27,0,977,,20240610015338.0,20190526000000.0,2.0,8.0,66.0,30.0,SZ,451,BAGNARA DI ROMAGNA,RA,1080660030,39003,A551,0,0,1
850080,2060850080,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,80,BAGNARIA ARSA,85,UDINE,1749,1738,3487,732,748,1480,"42,44",5,5,N,13,62,0,1405,,20240610020543.0,20190526000000.0,2.0,6.0,85.0,80.0,SZ,453,BAGNARIA ARSA,UD,1060850080,30008,A553,2,5,1
320010,2080320010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,10,BAGNO DI ROMAGNA,32,FORLI'-CESENA,2404,2461,4865,1763,1815,3578,"73,55",8,8,N,124,138,0,3316,,20240610045225.0,20190526000000.0,2.0,8.0,32.0,10.0,SZ,458,BAGNO DI ROMAGNA,FC,1080320010,40001,A565,7,0,1
540080,2050540080,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,80,BAGNOLI DI SOPRA,54,PADOVA,1393,1389,2782,882,866,1748,"62,83",5,5,N,50,69,0,1629,,20240610045907.0,20190526000000.0,2.0,5.0,54.0,80.0,SZ,460,BAGNOLI DI SOPRA,PD,1050540080,28008,A568,2,0,1
710050,2050710050,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,50,BAGNOLO DI PO,71,ROVIGO,542,541,1083,362,331,693,"63,99",2,2,N,37,29,0,627,,20240610020853.0,20190526000000.0,2.0,5.0,71.0,50.0,CO,464,BAGNOLO DI PO,RO,1050710050,29005,A574,0,0,1
680020,2080680020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,20,BAGNOLO IN PIANO,68,REGGIO NELL' EMILIA,3630,3762,7392,2363,2504,4867,"65,84",7,7,N,128,125,0,4614,,20240610050811.0,20190526000000.0,2.0,8.0,68.0,20.0,SZ,465,BAGNOLO IN PIANO,RE,1080680020,35002,A573,11,5,1
680030,2080680030,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,30,BAISO,68,REGGIO NELL' EMILIA,1408,1320,2728,888,801,1689,"61,91",4,4,N,67,64,0,1558,,20240610012945.0,20190526000000.0,2.0,8.0,68.0,30.0,SZ,475,BAISO,RE,1080680030,35003,A586,2,0,1
540090,2050540090,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,90,BAONE,54,PADOVA,1408,1374,2782,940,886,1826,"65,64",4,4,N,70,52,0,1704,,20240610013103.0,20190526000000.0,2.0,5.0,54.0,90.0,SZ,496,BAONE,PD,1050540090,28009,A613,1,1,1
900112,2050900112,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,112,BARBARANO MOSSANO,90,VICENZA,2564,2600,5164,1191,1149,2340,"45,31",7,7,N,20,48,0,2272,,20240610023320.0,20190526000000.0,2.0,5.0,90.0,112.0,CO,506,BARBARANO MOSSANO,VI,1050900112,24124,M401,6,2,1
140040,2040140040,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,40,BARBIANO/BARBIAN,14,BOLZANO,668,646,1314,340,343,683,"51,98",2,2,N,19,24,0,640,,20240610015004.0,20190526000000.0,2.0,4.0,14.0,40.0,CO,514,BARBIANO/BARBIAN,BZ,1040140040,21007,A635,0,0,1
